"COM";"REG";"DEP";"LIBCOM";"code_iris";"LIBIRIS";"num";"P14_POP";"longitude";"latitude"
"03232";84;"03";"Saint-F<e9>lix";"032320000";"Saint-F<e9>lix (commune non iris<e9>e)";68;336;3.4790604;46.2277824503057
"03233";84;"03";"Saint-Genest";"032330000";"Saint-Genest (commune non iris<e9>e)";4;384;2.6021541;46.2633503002997
"03234";84;"03";"Saint-G<e9>rand-de-Vaux";"032340000";"Saint-G<e9>rand-de-Vaux (commune non iris<e9>e)";10;397;3.41295335;46.3861596002785
"03235";84;"03";"Saint-G<e9>rand-le-Puy";"032350000";"Saint-G<e9>rand-le-Puy (commune non iris<e9>e)";192;1025;3.5163517;46.2612604003001
"03236";84;"03";"Saint-Germain-des-Foss<e9>s";"032360000";"Saint-Germain-des-Foss<e9>s (commune non iris<e9>e)";374;3735;3.42888305;46.1954314003111
"03237";84;"03";"Saint-Germain-de-Salles";"032370000";"Saint-Germain-de-Salles (commune non iris<e9>e)";4;423;3.22341175;46.1880908503123
"03238";84;"03";"Saint-Hilaire";"032380000";"Saint-Hilaire (commune non iris<e9>e)";262;520;3.0182375;46.4835822502611
"03239";84;"03";"Saint-L<e9>ger-sur-Vouzance";"032390000";"Saint-L<e9>ger-sur-Vouzance (commune non iris<e9>e)";175;264;3.93652955;46.4093134002744
"03240";84;"03";"Saint-L<e9>on";"032400000";"Saint-L<e9>on (commune non iris<e9>e)";283;627;3.68862005;46.411803350274
"03241";84;"03";"Saint-L<e9>opardin-d'Augy";"032410000";"Saint-L<e9>opardin-d'Augy (commune non iris<e9>e)";27;344;3.10630935;46.6968475502214
"03242";84;"03";"Saint-Loup";"032420000";"Saint-Loup (commune non iris<e9>e)";53;540;3.38093675;46.3559346502838
"03243";84;"03";"Saint-Marcel-en-Murat";"032430000";"Saint-Marcel-en-Murat (commune non iris<e9>e)";162;135;3.0045732;46.3221059502897
"03244";84;"03";"Saint-Marcel-en-Marcillat";"032440000";"Saint-Marcel-en-Marcillat (commune non iris<e9>e)";2;149;2.58127875;46.1518158503183
"03245";84;"03";"Saint-Martin-des-Lais";"032450000";"Saint-Martin-des-Lais (commune non iris<e9>e)";12;131;3.6616783;46.6798716002246
"03246";84;"03";"Saint-Martinien";"032460000";"Saint-Martinien (commune non iris<e9>e)";106;627;2.4419447;46.3329564502878
"03247";84;"03";"Saint-Menoux";"032470000";"Saint-Menoux (commune non iris<e9>e)";33;997;3.14780875;46.5831711002428
"03248";84;"03";"Saint-Nicolas-des-Biefs";"032480000";"Saint-Nicolas-des-Biefs (commune non iris<e9>e)";20;177;3.79076785;46.0569390503335
"03250";84;"03";"Saint-Pierre-Laval";"032500000";"Saint-Pierre-Laval (commune non iris<e9>e)";17;381;3.77173215;46.1916356503117
"03251";84;"03";"Saint-Plaisir";"032510000";"Saint-Plaisir (commune non iris<e9>e)";25;392;2.95506255;46.6288497002343
"03252";84;"03";"Saint-Pont";"032520000";"Saint-Pont (commune non iris<e9>e)";6;619;3.2934029;46.1552309003177
"03253";84;"03";"Saint-Pour<e7>ain-sur-Besbre";"032530000";"Saint-Pour<e7>ain-sur-Besbre (commune non iris<e9>e)";264;435;3.6537678;46.4854682502608
"03254";84;"03";"Saint-Pour<e7>ain-sur-Sioule";"032540102";"Est";521;2943;3.3027477;46.3046916002926
"03254";84;"03";"Saint-Pour<e7>ain-sur-Sioule";"032540101";"Centre-Ouest";406;2096;3.3027477;46.3046916002926
"03255";84;"03";"Saint-Priest-d'Andelot";"032550000";"Saint-Priest-d'Andelot (commune non iris<e9>e)";9;148;3.1496272;46.0781747003302
"03256";84;"03";"Saint-Priest-en-Murat";"032560000";"Saint-Priest-en-Murat (commune non iris<e9>e)";49;215;2.90561045;46.3578282502835
"03257";84;"03";"Saint-Prix";"032570000";"Saint-Prix (commune non iris<e9>e)";115;775;3.6500853;46.2256022503061
"03258";84;"03";"Saint-R<e9>my-en-Rollat";"032580000";"Saint-R<e9>my-en-Rollat (commune non iris<e9>e)";371;1677;3.37701495;46.1915599003118
"03259";84;"03";"Saint-Sauvier";"032590000";"Saint-Sauvier (commune non iris<e9>e)";10;365;2.3336688;46.3954735502769
"03260";84;"03";"Saint-Sornin";"032600000";"Saint-Sornin (commune non iris<e9>e)";123;232;3.00826245;46.4130367502738
"03261";84;"03";"Sainte-Th<e9>rence";"032610000";"Sainte-Th<e9>rence (commune non iris<e9>e)";18;198;2.57656375;46.2431335003031
"03262";84;"03";"Saint-Victor";"032620000";"Saint-Victor (commune non iris<e9>e)";417;2107;2.60862105;46.389038700278
"03263";84;"03";"Saint-Voir";"032630000";"Saint-Voir (commune non iris<e9>e)";7;194;3.50634895;46.4112983502741
"03264";84;"03";"Saint-Yorre";"032640000";"Saint-Yorre (commune non iris<e9>e)";247;2789;3.4671951;46.0617263503328
"03265";84;"03";"Saligny-sur-Roudon";"032650000";"Saligny-sur-Roudon (commune non iris<e9>e)";38;698;3.7585953;46.4642767002646
"03266";84;"03";"Sanssat";"032660000";"Sanssat (commune non iris<e9>e)";8;265;3.4664024;46.250082950302
"03267";84;"03";"Saulcet";"032670000";"Saulcet (commune non iris<e9>e)";166;700;3.26600855;46.3283967502886
"03268";84;"03";"Saulzet";"032680000";"Saulzet (commune non iris<e9>e)";14;381;3.22017835;46.1379599503206
"03269";84;"03";"Sauvagny";"032690000";"Sauvagny (commune non iris<e9>e)";20;96;2.79870275;46.4320807002704
"03270";84;"03";"Sazeret";"032700000";"Sazeret (commune non iris<e9>e)";330;160;2.9719215;46.3473441502853
"03271";84;"03";"Serbannes";"032710000";"Serbannes (commune non iris<e9>e)";26;807;3.3509685;46.1027826003263
"03272";84;"03";"Servilly";"032720000";"Servilly (commune non iris<e9>e)";41;287;3.5864317;46.2777356502973
"03273";84;"03";"Seuillet";"032730000";"Seuillet (commune non iris<e9>e)";9;505;3.4682825;46.2049976503095
"03274";84;"03";"Sorbier";"032740000";"Sorbier (commune non iris<e9>e)";132;307;3.66000665;46.3617216002828
"03275";84;"03";"Souvigny";"032750000";"Souvigny (commune non iris<e9>e)";1871;1865;3.1947698;46.5221687502541
"03277";84;"03";"Target";"032770000";"Target (commune non iris<e9>e)";48;267;3.0504238;46.2820527502965
"03278";84;"03";"Taxat-Senat";"032780000";"Taxat-Senat (commune non iris<e9>e)";2;223;3.1460427;46.207979350309
"03279";84;"03";"Teillet-Argenty";"032790000";"Teillet-Argenty (commune non iris<e9>e)";10;570;2.51890625;46.2638915502996
"03280";84;"03";"Terjat";"032800000";"Terjat (commune non iris<e9>e)";2;217;2.6188042;46.2150969503078
"03281";84;"03";"Le Theil";"032810000";"Le Theil (commune non iris<e9>e)";28;409;3.12369915;46.3537960002841
"03282";84;"03";"Theneuille";"032820000";"Theneuille (commune non iris<e9>e)";24;374;2.88073615;46.5942755002408
"03283";84;"03";"Thiel-sur-Acolin";"032830000";"Thiel-sur-Acolin (commune non iris<e9>e)";83;1082;3.5719668;46.5289164502528
"03284";84;"03";"Thionne";"032840000";"Thionne (commune non iris<e9>e)";21;318;3.57745015;46.4151085002734
"03285";84;"03";"Tortezais";"032850000";"Tortezais (commune non iris<e9>e)";17;178;2.87445255;46.4427051002685
"03286";84;"03";"Toulon-sur-Allier";"032860000";"Toulon-sur-Allier (commune non iris<e9>e)";773;1134;3.3820337;46.5093394502564
"03287";84;"03";"Treban";"032870000";"Treban (commune non iris<e9>e)";9;399;3.16534445;46.394574050277
"03288";84;"03";"Treignat";"032880000";"Treignat (commune non iris<e9>e)";11;458;2.3457831;46.3467364502854
"03289";84;"03";"Treteau";"032890000";"Treteau (commune non iris<e9>e)";77;574;3.5219093;46.3654408502821
"03290";84;"03";"Tr<e9>vol";"032900000";"Tr<e9>vol (commune non iris<e9>e)";897;1669;3.31441245;46.6364071002329
"03291";84;"03";"Tr<e9>zelles";"032910000";"Tr<e9>zelles (commune non iris<e9>e)";92;394;3.59863255;46.3193287002901
"03292";84;"03";"Tronget";"032920000";"Tronget (commune non iris<e9>e)";63;914;3.08625555;46.4232267502719
"03293";84;"03";"Ur<e7>ay";"032930000";"Ur<e7>ay (commune non iris<e9>e)";34;281;2.61204085;46.6361502002329
"03294";84;"03";"Ussel-d'Allier";"032940000";"Ussel-d'Allier (commune non iris<e9>e)";23;155;3.19010635;46.2104885503086
"03296";84;"03";"Valigny";"032960000";"Valigny (commune non iris<e9>e)";16;380;2.8213644;46.7152994502179
"03297";84;"03";"Vallon-en-Sully";"032970000";"Vallon-en-Sully (commune non iris<e9>e)";60;1635;2.6012333;46.5468798502496
"03298";84;"03";"Varennes-sur-Allier";"032980000";"Varennes-sur-Allier (commune non iris<e9>e)";2523;3562;3.3960967;46.314082800291
"03299";84;"03";"Varennes-sur-T<e8>che";"032990000";"Varennes-sur-T<e8>che (commune non iris<e9>e)";50;257;3.63849295;46.3165366502906
"03300";84;"03";"Vaumas";"033000000";"Vaumas (commune non iris<e9>e)";191;539;3.6323137;46.4481949502675
"03301";84;"03";"Vaux";"033010000";"Vaux (commune non iris<e9>e)";130;1060;2.5686216;46.4220062502722
"03302";84;"03";"Veauce";"033020000";"Veauce (commune non iris<e9>e)";14;37;3.05552875;46.1697928003153
"03303";84;"03";"Venas";"033030000";"Venas (commune non iris<e9>e)";11;252;2.7648457;46.4695973002636
"03304";84;"03";"Vendat";"033040000";"Vendat (commune non iris<e9>e)";229;2218;3.34719615;46.159917650317
"03305";84;"03";"Verneix";"033050000";"Verneix (commune non iris<e9>e)";121;603;2.6759568;46.4089426502745
"03306";84;"03";"Le Vernet";"033060000";"Le Vernet (commune non iris<e9>e)";244;1929;3.47670575;46.1064538503257
"03307";84;"03";"Verneuil-en-Bourbonnais";"033070000";"Verneuil-en-Bourbonnais (commune non iris<e9>e)";6;255;3.2494439;46.3543693002841
"03308";84;"03";"Vernusse";"033080000";"Vernusse (commune non iris<e9>e)";517;161;2.9774662;46.2611675003001
"03309";84;"03";"Le Veurdre";"033090000";"Le Veurdre (commune non iris<e9>e)";33;466;3.03911075;46.7424323502126
"03310";84;"03";"Vichy";"033100108";"Jeanne d'Arc-Stade";130;1528;3.42549345;46.1317723003216
"03310";84;"03";"Vichy";"033100106";"Thermal-Vieux-Vican";3378;2341;3.42549345;46.1317723003216
"03310";84;"03";"Vichy";"033100101";"Hotel de Ville";1564;2928;3.42549345;46.1317723003216
"03310";84;"03";"Vichy";"033100110";"Beausejour-Les Graves-Les Bartins";524;1965;3.42549345;46.1317723003216
"03310";84;"03";"Vichy";"033100103";"Deniere Les Romains";1206;2875;3.42549345;46.1317723003216
"03310";84;"03";"Vichy";"033100109";"Les Ailes";521;1989;3.42549345;46.1317723003216
"03310";84;"03";"Vichy";"033100107";"Les Bains-Republique";308;3356;3.42549345;46.1317723003216
"03310";84;"03";"Vichy";"033100104";"Les Garets-Bellevue";1622;1926;3.42549345;46.1317723003216
"03310";84;"03";"Vichy";"033100102";"Marche";808;3198;3.42549345;46.1317723003216
"03310";84;"03";"Vichy";"033100105";"France et Rosieres";990;3174;3.42549345;46.1317723003216
"03311";84;"03";"Vicq";"033110000";"Vicq (commune non iris<e9>e)";11;330;3.0932929;46.1452612503194
"03312";84;"03";"Vieure";"033120000";"Vieure (commune non iris<e9>e)";183;273;2.874944;46.4995140002582
"03313";84;"03";"Le Vilhain";"033130000";"Le Vilhain (commune non iris<e9>e)";129;255;2.7949506;46.560935750247
"03314";84;"03";"Villebret";"033140000";"Villebret (commune non iris<e9>e)";78;1326;2.6299601;46.2740986502979
"03315";84;"03";"Villefranche-d'Allier";"033150000";"Villefranche-d'Allier (commune non iris<e9>e)";618;1349;2.83999995;46.3971958002765
"03316";84;"03";"Villeneuve-sur-Allier";"033160000";"Villeneuve-sur-Allier (commune non iris<e9>e)";153;1057;3.2485731;46.6752223502255
"03317";84;"03";"Viplaix";"033170000";"Viplaix (commune non iris<e9>e)";4;300;2.3680061;46.4611014002652
"03319";84;"03";"Voussac";"033190000";"Voussac (commune non iris<e9>e)";10;468;3.0769784;46.3268433002889
"03320";84;"03";"Ygrande";"033200000";"Ygrande (commune non iris<e9>e)";1164;779;2.9384134;46.5471049002495
"03321";84;"03";"Yzeure";"033210101";"Centre Ville";2012;2356;3.3853784;46.566190700246
"03321";84;"03";"Yzeure";"033210102";"Bellevue Les Ozieres";6055;4023;3.3853784;46.566190700246
"03321";84;"03";"Yzeure";"033210106";"Zone Industrielle";2094;722;3.3853784;46.566190700246
"03321";84;"03";"Yzeure";"033210103";"Bataillots";3013;2777;3.3853784;46.566190700246
"03321";84;"03";"Yzeure";"033210105";"Zone Verte";1701;1305;3.3853784;46.566190700246
"03321";84;"03";"Yzeure";"033210104";"Saint-Bonnet";2052;1885;3.3853784;46.566190700246
"07001";84;"07";"Accons";"070010000";"Accons (commune non iris<e9>e)";4;395;4.3945565;44.8914702504782
"07002";84;"07";"Ailhon";"070020000";"Ailhon (commune non iris<e9>e)";379;569;4.33626295;44.5992534505015
"07003";84;"07";"Aizac";"070030000";"Aizac (commune non iris<e9>e)";5;157;4.33293695;44.7191686004926
"07004";84;"07";"Ajoux";"070040000";"Ajoux (commune non iris<e9>e)";14;84;4.4867778;44.7541491504898
"07005";84;"07";"Alba-la-Romaine";"070050000";"Alba-la-Romaine (commune non iris<e9>e)";294;1409;4.59555005;44.5593524005042
"07006";84;"07";"Albon-d'Ard<e8>che";"070060000";"Albon-d'Ard<e8>che (commune non iris<e9>e)";4;162;4.4180294;44.8167271504847
"07007";84;"07";"Alboussi<e8>re";"070070000";"Alboussi<e8>re (commune non iris<e9>e)";23;1059;4.74555505;44.9430115004735
"07008";84;"07";"Alissas";"070080000";"Alissas (commune non iris<e9>e)";87;1445;4.61392925;44.7087735004934
"07009";84;"07";"Andance";"070090000";"Andance (commune non iris<e9>e)";76;1163;4.79721755;45.2315298004445
"07010";84;"07";"Annonay";"070100101";"Centre-Ville";654;2349;4.6418958;45.244892950443
"07010";84;"07";"Annonay";"070100203";"Vercors-Les Perrieres";95;1863;4.6418958;45.244892950443
"07010";84;"07";"Annonay";"070100201";"Toissieu-Pupil-Bramefan";346;3398;4.6418958;45.244892950443
"07010";84;"07";"Annonay";"070100202";"Bauregard";83;1461;4.6418958;45.244892950443
"07010";84;"07";"Annonay";"070100103";"Charenton-Lombardiere";231;2765;4.6418958;45.244892950443
"07010";84;"07";"Annonay";"070100204";"Rvi-Zodiaque";43;883;4.6418958;45.244892950443
"07010";84;"07";"Annonay";"070100102";"Fontanes-Marenton";262;3583;4.6418958;45.244892950443
"07011";84;"07";"Antraigues-sur-Volane";"070110000";"Antraigues-sur-Volane (commune non iris<e9>e)";108;543;4.34604095;44.7451774504905
"07012";84;"07";"Arcens";"070120000";"Arcens (commune non iris<e9>e)";12;353;4.3180081;44.8963888004778
"07013";84;"07";"Ardoix";"070130000";"Ardoix (commune non iris<e9>e)";11;1189;4.7471916;45.189264500449
"07014";84;"07";"Arlebosc";"070140000";"Arlebosc (commune non iris<e9>e)";7;328;4.62813695;45.0381502004645
"07015";84;"07";"Arras-sur-Rh<f4>ne";"070150000";"Arras-sur-Rh<f4>ne (commune non iris<e9>e)";12;513;4.807607;45.1430103504539
"07016";84;"07";"Asperjoc";"070160000";"Asperjoc (commune non iris<e9>e)";4;417;4.34946685;44.6944446504945
"07017";84;"07";"Les Assions";"070170000";"Les Assions (commune non iris<e9>e)";329;697;4.1882541;44.4242997505129
"07018";84;"07";"Astet";"070180000";"Astet (commune non iris<e9>e)";16;38;4.0212244;44.6847043504952
"07019";84;"07";"Aubenas";"070190102";"Baza-Bois Vignal";824;2034;4.39409345;44.6105856505007
"07019";84;"07";"Aubenas";"070190103";"Le Pont-Aubenas Est";912;3307;4.39409345;44.6105856505007
"07019";84;"07";"Aubenas";"070190101";"Centre Ville";1361;2374;4.39409345;44.6105856505007
"07019";84;"07";"Aubenas";"070190105";"Le Cheylard-Aubenas Ouest";751;2174;4.39409345;44.6105856505007
"07019";84;"07";"Aubenas";"070190104";"Les Oliviers";1199;2028;4.39409345;44.6105856505007
"07020";84;"07";"Aubignas";"070200000";"Aubignas (commune non iris<e9>e)";6;487;4.6309591;44.5855025005024
"07022";84;"07";"Baix";"070220000";"Baix (commune non iris<e9>e)";23;1062;4.74727915;44.7047370004937
"07023";84;"07";"Balazuc";"070230000";"Balazuc (commune non iris<e9>e)";121;356;4.3739306;44.5110180505075
"07024";84;"07";"Banne";"070240000";"Banne (commune non iris<e9>e)";54;675;4.1462405;44.3596802005166
"07025";84;"07";"Barnas";"070250000";"Barnas (commune non iris<e9>e)";3;205;4.1584709;44.6696527504964
"07026";84;"07";"Le B<e9>age";"070260000";"Le B<e9>age (commune non iris<e9>e)";12;277;4.1347255;44.8542632504815
"07027";84;"07";"Beauchastel";"070270000";"Beauchastel (commune non iris<e9>e)";41;1812;4.7937704;44.8324951504834
"07028";84;"07";"Beaulieu";"070280000";"Beaulieu (commune non iris<e9>e)";15;481;4.2552621;44.3571710005167
"07029";84;"07";"Beaumont";"070290000";"Beaumont (commune non iris<e9>e)";8;240;4.17097915;44.5438060005053
"07031";84;"07";"Berrias-et-Casteljau";"070310000";"Berrias-et-Casteljau (commune non iris<e9>e)";77;724;4.20578495;44.3792276005155
"07032";84;"07";"Berz<e8>me";"070320000";"Berz<e8>me (commune non iris<e9>e)";3;179;4.5717078;44.6517752004977
"07033";84;"07";"Bessas";"070330000";"Bessas (commune non iris<e9>e)";31;192;4.2986268;44.3422339505176
"07034";84;"07";"Bidon";"070340000";"Bidon (commune non iris<e9>e)";16;233;4.5425644;44.3583104005167
"07035";84;"07";"Boffres";"070350000";"Boffres (commune non iris<e9>e)";4;652;4.6889547;44.9192421004757
"07036";84;"07";"Bogy";"070360000";"Bogy (commune non iris<e9>e)";6;424;4.76833455;45.2827276504388
"07037";84;"07";"Bor<e9>e";"070370000";"Bor<e9>e (commune non iris<e9>e)";29;164;4.234049;44.893944450478
"07038";84;"07";"Borne";"070380000";"Borne (commune non iris<e9>e)";21;46;4.0444778;44.6115585005006
"07039";84;"07";"Bozas";"070390000";"Bozas (commune non iris<e9>e)";10;245;4.64382325;45.0547481004629
"07040";84;"07";"Boucieu-le-Roi";"070400000";"Boucieu-le-Roi (commune non iris<e9>e)";5;284;4.6877631;45.0285445504655
"07041";84;"07";"Boulieu-l<e8>s-Annonay";"070410000";"Boulieu-l<e8>s-Annonay (commune non iris<e9>e)";448;2198;4.64322225;45.2678665004404
"07042";84;"07";"Bourg-Saint-And<e9>ol";"070420101";"Centre Ville";74;2609;4.61143655;44.3743699505158
"07042";84;"07";"Bourg-Saint-And<e9>ol";"070420103";"Peripherie 2";549;2544;4.61143655;44.3743699505158
"07042";84;"07";"Bourg-Saint-And<e9>ol";"070420102";"Peripherie 1";53;2084;4.61143655;44.3743699505158
"07044";84;"07";"Brossainc";"070440000";"Brossainc (commune non iris<e9>e)";5;252;4.67703;45.3286402504335
"07045";84;"07";"Burzet";"070450000";"Burzet (commune non iris<e9>e)";17;409;4.23472805;44.7472485004903
"07047";84;"07";"Cellier-du-Luc";"070470000";"Cellier-du-Luc (commune non iris<e9>e)";1;77;3.90288845;44.6732686504961
"07048";84;"07";"Chalencon";"070480000";"Chalencon (commune non iris<e9>e)";8;301;4.5581525;44.8803758004792
"07050";84;"07";"Chambonas";"070500000";"Chambonas (commune non iris<e9>e)";45;822;4.13003505;44.4253142005128
"07051";84;"07";"Champagne";"070510000";"Champagne (commune non iris<e9>e)";119;628;4.7979466;45.2769892004394
"07052";84;"07";"Champis";"070520000";"Champis (commune non iris<e9>e)";19;610;4.75491125;44.9566219504723
"07053";84;"07";"Chandolas";"070530000";"Chandolas (commune non iris<e9>e)";89;490;4.2448963;44.4150833005134
"07054";84;"07";"Chan<e9>ac";"070540000";"Chan<e9>ac (commune non iris<e9>e)";1;262;4.3126476;44.9312917004746
"07055";84;"07";"Charmes-sur-Rh<f4>ne";"070550000";"Charmes-sur-Rh<f4>ne (commune non iris<e9>e)";799;2727;4.8311253;44.8632058504807
"07056";84;"07";"Charnas";"070560000";"Charnas (commune non iris<e9>e)";137;894;4.73092015;45.3428480004319
"07058";84;"07";"Chassiers";"070580000";"Chassiers (commune non iris<e9>e)";45;1010;4.2936686;44.5656895505038
"07059";84;"07";"Ch<e2>teaubourg";"070590000";"Ch<e2>teaubourg (commune non iris<e9>e)";8;230;4.8346717;44.9880209504694
"07060";84;"07";"Ch<e2>teauneuf-de-Vernoux";"070600000";"Ch<e2>teauneuf-de-Vernoux (commune non iris<e9>e)";1;233;4.648241;44.9257175504751
"07061";84;"07";"Chauzon";"070610000";"Chauzon (commune non iris<e9>e)";30;369;4.3464947;44.4939362005086
"07062";84;"07";"Chazeaux";"070620000";"Chazeaux (commune non iris<e9>e)";2;116;4.29744055;44.5948553005018
"07063";84;"07";"Cheminas";"070630000";"Cheminas (commune non iris<e9>e)";8;382;4.74137115;45.1315900004551
"07064";84;"07";"Le Cheylard";"070640000";"Le Cheylard (commune non iris<e9>e)";4603;3037;4.4217079;44.9061833004769
"07065";84;"07";"Chirols";"070650000";"Chirols (commune non iris<e9>e)";2;254;4.29153705;44.687856500495
"07066";84;"07";"Chom<e9>rac";"070660000";"Chom<e9>rac (commune non iris<e9>e)";1562;3040;4.66806645;44.7110422004932
"07067";84;"07";"Colombier-le-Cardinal";"070670000";"Colombier-le-Cardinal (commune non iris<e9>e)";2;271;4.74277325;45.2645688004408
"07068";84;"07";"Colombier-le-Jeune";"070680000";"Colombier-le-Jeune (commune non iris<e9>e)";1;570;4.71468905;45.0103162004672
"07069";84;"07";"Colombier-le-Vieux";"070690000";"Colombier-le-Vieux (commune non iris<e9>e)";14;662;4.7068975;45.0558293004628
"07070";84;"07";"Cornas";"070700000";"Cornas (commune non iris<e9>e)";160;2228;4.84304965;44.9669504504714
"07071";84;"07";"Coucouron";"070710000";"Coucouron (commune non iris<e9>e)";53;848;3.9571295;44.7977560004862
"07072";84;"07";"Coux";"070720000";"Coux (commune non iris<e9>e)";13;1650;4.619167;44.7433985004907
"07073";84;"07";"Le Crestet";"070730000";"Le Crestet (commune non iris<e9>e)";8;526;4.63228255;45.0116846004671
"07074";84;"07";"Creysseilles";"070740000";"Creysseilles (commune non iris<e9>e)";1;131;4.53249395;44.764553300489
"07075";84;"07";"Cros-de-G<e9>orand";"070750000";"Cros-de-G<e9>orand (commune non iris<e9>e)";3;162;4.12266865;44.800579150486
"07076";84;"07";"Cruas";"070760000";"Cruas (commune non iris<e9>e)";176;2959;4.7557291;44.6548852504975
"07077";84;"07";"Darbres";"070770000";"Darbres (commune non iris<e9>e)";15;226;4.52217785;44.6596573004971
"07078";84;"07";"Dav<e9>zieux";"070780000";"Dav<e9>zieux (commune non iris<e9>e)";848;3071;4.69884095;45.2534192504421
"07079";84;"07";"D<e9>saignes";"070790000";"D<e9>saignes (commune non iris<e9>e)";418;1093;4.4973465;44.9945735004687
"07080";84;"07";"Devesset";"070800000";"Devesset (commune non iris<e9>e)";31;288;4.3985378;45.0707032504613
"07081";84;"07";"Dompnac";"070810000";"Dompnac (commune non iris<e9>e)";6;70;4.11326315;44.5607213005042
"07082";84;"07";"Dornas";"070820000";"Dornas (commune non iris<e9>e)";5;222;4.3600765;44.8494305004819
"07083";84;"07";"Duni<e8>re-sur-Eyrieux";"070830000";"Duni<e8>re-sur-Eyrieux (commune non iris<e9>e)";3;430;4.64802195;44.8352810004831
"07084";84;"07";"Eclassan";"070840000";"Eclassan (commune non iris<e9>e)";5;982;4.74399975;45.161778400452
"07085";84;"07";"Empurany";"070850000";"Empurany (commune non iris<e9>e)";27;567;4.5971305;45.0253522004658
"07086";84;"07";"<c9>tables";"070860000";"<c9>tables (commune non iris<e9>e)";6;869;4.73811215;45.094066100459
"07087";84;"07";"Fabras";"070870000";"Fabras (commune non iris<e9>e)";30;402;4.2802936;44.6500886004978
"07088";84;"07";"Faug<e8>res";"070880000";"Faug<e8>res (commune non iris<e9>e)";3;114;4.14385285;44.4827244005093
"07089";84;"07";"F<e9>lines";"070890000";"F<e9>lines (commune non iris<e9>e)";16;1533;4.72037595;45.315531050435
"07090";84;"07";"Flaviac";"070900000";"Flaviac (commune non iris<e9>e)";24;1183;4.66197985;44.75185050049
"07091";84;"07";"Fons";"070910000";"Fons (commune non iris<e9>e)";9;321;4.34922155;44.5824374505027
"07092";84;"07";"Freyssenet";"070920000";"Freyssenet (commune non iris<e9>e)";1;49;4.5463895;44.688071250495
"07093";84;"07";"Genestelle";"070930000";"Genestelle (commune non iris<e9>e)";9;300;4.3916002;44.7400930004909
"07094";84;"07";"Gilhac-et-Bruzac";"070940000";"Gilhac-et-Bruzac (commune non iris<e9>e)";4;171;4.74750735;44.8624829504808
"07095";84;"07";"Gilhoc-sur-Orm<e8>ze";"070950000";"Gilhoc-sur-Orm<e8>ze (commune non iris<e9>e)";4;447;4.6757378;44.9883962504693
"07096";84;"07";"Gluiras";"070960000";"Gluiras (commune non iris<e9>e)";15;381;4.5220081;44.8454860504822
"07097";84;"07";"Glun";"070970000";"Glun (commune non iris<e9>e)";57;698;4.82287545;45.0080178004675
"07098";84;"07";"Gourdon";"070980000";"Gourdon (commune non iris<e9>e)";8;92;4.4645367;44.7328056504915
"07099";84;"07";"Gras";"070990000";"Gras (commune non iris<e9>e)";19;608;4.5359192;44.4403735505119
"07100";84;"07";"Gravi<e8>res";"071000000";"Gravi<e8>res (commune non iris<e9>e)";39;452;4.07191945;44.4199714505131
"07101";84;"07";"Grospierres";"071010000";"Grospierres (commune non iris<e9>e)";275;889;4.28759775;44.3941102505146
"07102";84;"07";"Guilherand-Granges";"071020104";"Bord-du-Rhone-Village";254;2894;4.8655232;44.9304377504747
"07102";84;"07";"Guilherand-Granges";"071020101";"Centre-Ville";371;3674;4.8655232;44.9304377504747
"07102";84;"07";"Guilherand-Granges";"071020103";"Savine";35;1876;4.8655232;44.9304377504747
"07102";84;"07";"Guilherand-Granges";"071020102";"Dunant-Mialan";208;2396;4.8655232;44.9304377504747
"07103";84;"07";"Intres";"071030000";"Intres (commune non iris<e9>e)";3;156;4.34779735;44.9906607504691
"07104";84;"07";"Issamoulenc";"071040000";"Issamoulenc (commune non iris<e9>e)";1;107;4.451886;44.788754950487
"07105";84;"07";"Issanlas";"071050000";"Issanlas (commune non iris<e9>e)";2;107;4.004224;44.7643627504889
"07106";84;"07";"Issarl<e8>s";"071060000";"Issarl<e8>s (commune non iris<e9>e)";2;153;4.05984025;44.8487920004819
"07107";84;"07";"Jaujac";"071070000";"Jaujac (commune non iris<e9>e)";304;1163;4.241015;44.6274640504995
"07108";84;"07";"Jaunac";"071080000";"Jaunac (commune non iris<e9>e)";299;137;4.39370725;44.9198374004757
"07109";84;"07";"Joannas";"071090000";"Joannas (commune non iris<e9>e)";19;314;4.24959435;44.5738349005033
"07110";84;"07";"Joyeuse";"071100000";"Joyeuse (commune non iris<e9>e)";187;1699;4.24987495;44.47123970051
"07111";84;"07";"Juvinas";"071110000";"Juvinas (commune non iris<e9>e)";1;171;4.30721295;44.7047946504937
"07112";84;"07";"Labastide-sur-B<e9>sorgues";"071120000";"Labastide-sur-B<e9>sorgues (commune non iris<e9>e)";18;258;4.29930565;44.75135015049
"07113";84;"07";"Labastide-de-Virac";"071130000";"Labastide-de-Virac (commune non iris<e9>e)";51;262;4.42344095;44.3552796005168
"07115";84;"07";"Labeaume";"071150000";"Labeaume (commune non iris<e9>e)";109;655;4.30719045;44.4682068505102
"07116";84;"07";"Lab<e9>gude";"071160000";"Lab<e9>gude (commune non iris<e9>e)";577;1402;4.3570306;44.6411157004985
"07117";84;"07";"Lablach<e8>re";"071170000";"Lablach<e8>re (commune non iris<e9>e)";275;2054;4.2159039;44.4611028005106
